voter_name,affiliation,forward,forward_2,center,guard,guard_2,forward_3,forward_4,center_2,guard_3,guard_4,forward_5,forward_6,center_3,guard_5,guard_6,year,award
Bill Oram,Orange County Register,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Harden, James -- HOU","Parker, Tony -- SA","Love, Kevin -- MIN","Nowitzki, Dirk -- DAL","Jefferson, Al -- CHA","Wade, Dwyane -- MIA","Lillard, Damian -- POR",2014,All-NBA
Bill Reiter,Foxsports.com,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Paul, Chris -- LAC","Dragic, Goran -- PHO","Aldridge, LaMarcus -- POR","Nowitzki, Dirk -- DAL","Jefferson, Al -- CHA","Lillard, Damian -- POR","Parker, Tony -- SA",2014,All-NBA
Bill Schoening,WOAI Radio,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Curry, Stephen -- GS","Wall, John -- WAS","Aldridge, LaMarcus -- POR","Duncan, Tim -- SA","Howard, Dwight -- HOU","Parker, Tony -- SA","DeRozan, DeMar -- TOR",2014,All-NBA
Bill Simmons,Grantland,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Paul, Chris -- LAC","Dragic, Goran -- PHO","Nowitzki, Dirk -- DAL","George, Paul -- IND","Duncan, Tim -- SA","Parker, Tony -- SA","Lowry, Kyle -- TOR",2014,All-NBA
Bill Wennington,ESPN AM 1000,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Davis, Anthony -- NO","Curry, Stephen -- GS","Parker, Tony -- SA","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Howard, Dwight -- HOU","George, Paul -- IND","Westbrook, Russell -- OKC",2014,All-NBA
Bill Worrell,Comcast SportsNet Houston,"Durant, Kevin -- OKC","James, LeBron -- MIA","Howard, Dwight -- HOU","Paul, Chris -- LAC","Harden, James -- HOU","Aldridge, LaMarcus -- POR","Love, Kevin -- MIN","Noah, Joakim -- CHI","George, Paul -- IND","Curry, Stephen -- GS","Anthony, Carmelo -- NY","Griffin, Blake -- LAC","Jefferson, Al -- CHA","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
Bob Cooney,Philadelphia Daily News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","George, Paul -- IND","Howard, Dwight -- HOU","Parker, Tony -- SA","Wall, John -- WAS","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Davis, Anthony -- NO","Irving, Kyrie -- CLE","Curry, Stephen -- GS",2014,All-NBA
Bob Fitzgerald,Comcast SportsNet Bay Area,"James, LeBron -- MIA","Griffin, Blake -- LAC","Noah, Joakim -- CHI","Curry, Stephen -- GS","Durant, Kevin -- OKC","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Gasol, Marc -- MEM","Paul, Chris -- LAC","Harden, James -- HOU","George, Paul -- IND","Duncan, Tim -- SA","Howard, Dwight -- HOU","Westbrook, Russell -- OKC","Dragic, Goran -- PHO",2014,All-NBA
Bob Rathbun,Fox Sports South,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Jefferson, Al -- CHA","Griffin, Blake -- LAC","Love, Kevin -- MIN","Wall, John -- WAS","Curry, Stephen -- GS","George, Paul -- IND","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
Brian Davis,Fox Sports Oklahoma,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","George, Paul -- IND","Jordan, DeAndre -- LAC","Westbrook, Russell -- OKC","Curry, Stephen -- GS","Nowitzki, Dirk -- DAL","Davis, Anthony -- NO","Duncan, Tim -- SA","Parker, Tony -- SA","Wall, John -- WAS",2014,All-NBA
Brian Sieman,KFWB News Talk 980 AM/KWKW,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Harden, James -- HOU","Lillard, Damian -- POR","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Brian Windhorst,ESPN.com,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Love, Kevin -- MIN","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Parker, Tony -- SA","Curry, Stephen -- GS","Nowitzki, Dirk -- DAL","Davis, Anthony -- NO","Jefferson, Al -- CHA","Dragic, Goran -- PHO","George, Paul -- IND",2014,All-NBA
Candace Buckner,Indianapolis Star,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Anthony, Carmelo -- NY","Love, Kevin -- MIN","Howard, Dwight -- HOU","Lillard, Damian -- POR","Paul, Chris -- LAC","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Davis, Anthony -- NO","DeRozan, DeMar -- TOR","Irving, Kyrie -- CLE",2014,All-NBA
Cedric Maxwell,WEEI Radio,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Lillard, Damian -- POR","Aldridge, LaMarcus -- POR","DeRozan, DeMar -- TOR","Jefferson, Al -- CHA","Curry, Stephen -- GS","Harden, James -- HOU","Johnson, Joe -- BKN","George, Paul -- IND","Duncan, Tim -- SA","Parker, Tony -- SA","Irving, Kyrie -- CLE",2014,All-NBA
Charles Gardner,Milwaukee Journal Sentinel,"Durant, Kevin -- OKC","James, LeBron -- MIA","Jefferson, Al -- CHA","Curry, Stephen -- GS","Harden, James -- HOU","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Noah, Joakim -- CHI","Paul, Chris -- LAC","Parker, Tony -- SA","Love, Kevin -- MIN","George, Paul -- IND","Howard, Dwight -- HOU","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Chris Broussard,ESPN The Magazine,"James, LeBron -- MIA","Durant, Kevin -- OKC","Howard, Dwight -- HOU","Curry, Stephen -- GS","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Noah, Joakim -- CHI","Harden, James -- HOU","Lillard, Damian -- POR","Nowitzki, Dirk -- DAL","Love, Kevin -- MIN","Duncan, Tim -- SA","Dragic, Goran -- PHO","Parker, Tony -- SA",2014,All-NBA
Chris Carrino,WFAN (660),"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","George, Paul -- IND","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Harden, James -- HOU","Lillard, Damian -- POR","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Lowry, Kyle -- TOR",2014,All-NBA
Chris Denari,Fox Sports Indiana,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","George, Paul -- IND","Howard, Dwight -- HOU","Curry, Stephen -- GS","Parker, Tony -- SA","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
Chris Haynes,Comcast SportsNet NW,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Curry, Stephen -- GS","Dragic, Goran -- PHO","Love, Kevin -- MIN","Anthony, Carmelo -- NY","Jefferson, Al -- CHA","George, Paul -- IND","Lillard, Damian -- POR",2014,All-NBA
Chris Mannix,Sports Illustrated,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Dragic, Goran -- PHO","Curry, Stephen -- GS","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Paul, Chris -- LAC","Harden, James -- HOU","Nowitzki, Dirk -- DAL","Anthony, Carmelo -- NY","Hibbert, Roy -- IND","Parker, Tony -- SA","Lowry, Kyle -- TOR",2014,All-NBA
Chris Marlowe,Altitude Sports & Entertainment,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","George, Paul -- IND","Jordan, DeAndre -- LAC","Curry, Stephen -- GS","Parker, Tony -- SA","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Westbrook, Russell -- OKC","Lillard, Damian -- POR",2014,All-NBA
Chris Sheridan,Sheridanhoops.com,"Griffin, Blake -- LAC","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","James, LeBron -- MIA","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Lowry, Kyle -- TOR","Paul, Chris -- LAC","George, Paul -- IND","Nowitzki, Dirk -- DAL","Jordan, DeAndre -- LAC","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Chuck Cooperstein,ESPN 103.3,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Harden, James -- HOU","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","Nowitzki, Dirk -- DAL","Jefferson, Al -- CHA","Dragic, Goran -- PHO","Lowry, Kyle -- TOR",2014,All-NBA
Darnell Mayberry,Oklahoman,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","George, Paul -- IND","Curry, Stephen -- GS","Nowitzki, Dirk -- DAL","Love, Kevin -- MIN","Cousins, DeMarcus -- SAC","Westbrook, Russell -- OKC","Wall, John -- WAS",2014,All-NBA
David Aldridge,TNT,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Love, Kevin -- MIN","Griffin, Blake -- LAC","Duncan, Tim -- SA","Curry, Stephen -- GS","Lillard, Damian -- POR","Anthony, Carmelo -- NY","George, Paul -- IND","Howard, Dwight -- HOU","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
David Mayo,Mlive Media Group,"Durant, Kevin -- OKC","James, LeBron -- MIA","Jefferson, Al -- CHA","Curry, Stephen -- GS","Harden, James -- HOU","Aldridge, LaMarcus -- POR","Love, Kevin -- MIN","Noah, Joakim -- CHI","Paul, Chris -- LAC","Lillard, Damian -- POR","Davis, Anthony -- NO","Griffin, Blake -- LAC","Jordan, DeAndre -- LAC","Dragic, Goran -- PHO","Wall, John -- WAS",2014,All-NBA
David Steele,Fox Sports Florida,"James, LeBron -- MIA","Durant, Kevin -- OKC","Howard, Dwight -- HOU","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","George, Paul -- IND","Noah, Joakim -- CHI","Harden, James -- HOU","Parker, Tony -- SA","Davis, Anthony -- NO","Love, Kevin -- MIN","Bosh, Chris -- MIA","Lillard, Damian -- POR","Wall, John -- WAS",2014,All-NBA
Dei Lynam,Comcast SportsNet,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","George, Paul -- IND","Griffin, Blake -- LAC","Jordan, DeAndre -- LAC","Stephenson, Lance -- IND","Curry, Stephen -- GS","Love, Kevin -- MIN","Jefferson, Al -- CHA","Hibbert, Roy -- IND","Parker, Tony -- SA","Lillard, Damian -- POR",2014,All-NBA
Dennis Neumann,ESPN 580 AM,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Lillard, Damian -- POR","Curry, Stephen -- GS","George, Paul -- IND","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Wall, John -- WAS","DeRozan, DeMar -- TOR",2014,All-NBA
Dominique Wilkins,Fox Sports South,"Durant, Kevin -- OKC","James, LeBron -- MIA","Howard, Dwight -- HOU","Paul, Chris -- LAC","George, Paul -- IND","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Millsap, Paul -- ATL","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Wall, John -- WAS","Anthony, Carmelo -- NY",2014,All-NBA
Doug Smith,Toronto Star,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Hibbert, Roy -- IND","Dragic, Goran -- PHO","Paul, Chris -- LAC","Love, Kevin -- MIN","George, Paul -- IND","Jefferson, Al -- CHA","Lowry, Kyle -- TOR","Parker, Tony -- SA",2014,All-NBA
Eddie Sefko,Dallas Morning News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Love, Kevin -- MIN","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Curry, Stephen -- GS","Parker, Tony -- SA","Nowitzki, Dirk -- DAL","Anthony, Carmelo -- NY","Jefferson, Al -- CHA","Wall, John -- WAS","Lillard, Damian -- POR",2014,All-NBA
Eric Hasseltine,92.9 FM ESPN/680 AM,"James, LeBron -- MIA","Durant, Kevin -- OKC","Gasol, Marc -- MEM","Paul, Chris -- LAC","Curry, Stephen -- GS","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Noah, Joakim -- CHI","Harden, James -- HOU","Lillard, Damian -- POR","George, Paul -- IND","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Irving, Kyrie -- CLE","DeRozan, DeMar -- TOR",2014,All-NBA
Eric Reid,Sun Sports,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Curry, Stephen -- GS","Parker, Tony -- SA","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
Eric Smith,SportsNet 590 The Fan,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Love, Kevin -- MIN","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Curry, Stephen -- GS","Lillard, Damian -- POR","George, Paul -- IND","Aldridge, LaMarcus -- POR","Duncan, Tim -- SA","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Ernie Johnson,TNT,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","George, Paul -- IND","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Parker, Tony -- SA","Harden, James -- HOU","Aldridge, LaMarcus -- POR","Anthony, Carmelo -- NY","Jefferson, Al -- CHA","Lillard, Damian -- POR","DeRozan, DeMar -- TOR",2014,All-NBA
Fran Blinebury,NBA.com,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Curry, Stephen -- GS","Dragic, Goran -- PHO","George, Paul -- IND","Anthony, Carmelo -- NY","Duncan, Tim -- SA","Parker, Tony -- SA","Lillard, Damian -- POR",2014,All-NBA
Frank Isola,New York Daily News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Parker, Tony -- SA","Harden, James -- HOU","Griffin, Blake -- LAC","Davis, Anthony -- NO","Howard, Dwight -- HOU","Paul, Chris -- LAC","Curry, Stephen -- GS","Randolph, Zach -- MEM","Nowitzki, Dirk -- DAL","Jefferson, Al -- CHA","Dragic, Goran -- PHO","Lillard, Damian -- POR",2014,All-NBA
Fred McLeod,Fox Sports Ohio,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Anthony, Carmelo -- NY","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Paul, Chris -- LAC","Dragic, Goran -- PHO","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Wall, John -- WAS","Lillard, Damian -- POR",2014,All-NBA
Gary Gerould,CSN-CA,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Duncan, Tim -- SA","Curry, Stephen -- GS","Lillard, Damian -- POR","Anthony, Carmelo -- NY","George, Paul -- IND","Cousins, DeMarcus -- SAC","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Gary Washburn,Boston Globe,"James, LeBron -- MIA","Durant, Kevin -- OKC","Jefferson, Al -- CHA","Curry, Stephen -- GS","Paul, Chris -- LAC","Love, Kevin -- MIN","George, Paul -- IND","Noah, Joakim -- CHI","Harden, James -- HOU","Wall, John -- WAS","Davis, Anthony -- NO","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
George Blaha,WXYT / Fox Sports Detroit,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","George, Paul -- IND","Love, Kevin -- MIN","Howard, Dwight -- HOU","Curry, Stephen -- GS","Wall, John -- WAS","Anthony, Carmelo -- NY","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Lillard, Damian -- POR","Lowry, Kyle -- TOR",2014,All-NBA
Glenn Consor,106.7 The Fan,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Love, Kevin -- MIN","Anthony, Carmelo -- NY","Jefferson, Al -- CHA","Harden, James -- HOU","Wall, John -- WAS","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Jordan, DeAndre -- LAC","Parker, Tony -- SA","George, Paul -- IND",2014,All-NBA
Grant Napear,CSN-CA,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Parker, Tony -- SA","Harden, James -- HOU","Anthony, Carmelo -- NY","Duncan, Tim -- SA","Cousins, DeMarcus -- SAC","Dragic, Goran -- PHO","Lowry, Kyle -- TOR",2014,All-NBA
Howard Beck,Bleacher Report,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Love, Kevin -- MIN","Griffin, Blake -- LAC","Howard, Dwight -- HOU","George, Paul -- IND","Dragic, Goran -- PHO","Nowitzki, Dirk -- DAL","Anthony, Carmelo -- NY","Davis, Anthony -- NO","Lowry, Kyle -- TOR","Paul, Chris -- LAC",2014,All-NBA
Hubie Brown,ESPN,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Duncan, Tim -- SA","Paul, Chris -- LAC","Parker, Tony -- SA","Anthony, Carmelo -- NY","George, Paul -- IND","Howard, Dwight -- HOU","Lillard, Damian -- POR","Dragic, Goran -- PHO",2014,All-NBA
Ian Eagle,YES Network,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","George, Paul -- IND","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Paul, Chris -- LAC","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","Love, Kevin -- MIN","Jefferson, Al -- CHA","Lillard, Damian -- POR","Wall, John -- WAS",2014,All-NBA
Ira Winderman,South Florida Sun Sentinel,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Parker, Tony -- SA","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Paul, Chris -- LAC","Curry, Stephen -- GS","Anthony, Carmelo -- NY","Duncan, Tim -- SA","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Dragic, Goran -- PHO",2014,All-NBA
Israel Gutierrez,ESPN.com,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Love, Kevin -- MIN","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Paul, Chris -- LAC","Lowry, Kyle -- TOR","Aldridge, LaMarcus -- POR","George, Paul -- IND","Cousins, DeMarcus -- SAC","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
JA Adande,ESPN.com,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Curry, Stephen -- GS","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","George, Paul -- IND","Jefferson, Al -- CHA","Lowry, Kyle -- TOR","Dragic, Goran -- PHO",2014,All-NBA
Jason Jackson,Sun Sports,"James, LeBron -- MIA","Durant, Kevin -- OKC","Cousins, DeMarcus -- SAC","Harden, James -- HOU","Curry, Stephen -- GS","Griffin, Blake -- LAC","Anthony, Carmelo -- NY","Jefferson, Al -- CHA","DeRozan, DeMar -- TOR","Lillard, Damian -- POR","Aldridge, LaMarcus -- POR","George, Paul -- IND","Howard, Dwight -- HOU","Dragic, Goran -- PHO","Wall, John -- WAS",2014,All-NBA
Jason Jones,Sacramento Bee,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Harden, James -- HOU","Lillard, Damian -- POR","George, Paul -- IND","Love, Kevin -- MIN","Jefferson, Al -- CHA","DeRozan, DeMar -- TOR","Wall, John -- WAS",2014,All-NBA
Jason Kosmicki,Altitude Radio Network,"Durant, Kevin -- OKC","James, LeBron -- MIA","Gasol, Marc -- MEM","Paul, Chris -- LAC","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Davis, Anthony -- NO","Leonard, Kawhi -- SA","Jefferson, Al -- CHA","Dragic, Goran -- PHO","Lawson, Ty -- DEN",2014,All-NBA
Jason Lloyd,Akron Beacon Journal,"James, LeBron -- MIA","Durant, Kevin -- OKC","Howard, Dwight -- HOU","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Harden, James -- HOU","Parker, Tony -- SA","Love, Kevin -- MIN","George, Paul -- IND","Cousins, DeMarcus -- SAC","Wall, John -- WAS","Irving, Kyrie -- CLE",2014,All-NBA
Jeff McDonald,San Antonio Express-News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Curry, Stephen -- GS","Wall, John -- WAS","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Parker, Tony -- SA",2014,All-NBA
Jeff Zillgitt,USA Today,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Dragic, Goran -- PHO","Lillard, Damian -- POR","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","George, Paul -- IND","Wall, John -- WAS",2014,All-NBA
Jerry Zgoda,Minneapolis Star Tribune,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Griffin, Blake -- LAC","George, Paul -- IND","Jefferson, Al -- CHA","Parker, Tony -- SA","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","Love, Kevin -- MIN","Howard, Dwight -- HOU","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Jim Barnett,Comcast SportsNet Bay Area,"James, LeBron -- MIA","Durant, Kevin -- OKC","Duncan, Tim -- SA","Curry, Stephen -- GS","Paul, Chris -- LAC","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Harden, James -- HOU","Parker, Tony -- SA","George, Paul -- IND","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Wall, John -- WAS","Westbrook, Russell -- OKC",2014,All-NBA
Jim Paschke,Fox Sports Wisconsin,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","George, Paul -- IND","Jefferson, Al -- CHA","Curry, Stephen -- GS","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","Love, Kevin -- MIN","Howard, Dwight -- HOU","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Jim Petersen,Fox Sports North,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Parker, Tony -- SA","Curry, Stephen -- GS","Love, Kevin -- MIN","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Harden, James -- HOU","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","George, Paul -- IND","Howard, Dwight -- HOU","Dragic, Goran -- PHO","Lillard, Damian -- POR",2014,All-NBA
